age,balance,products_number,active_member,churn_risk_score,risk_level
32,100262.88,2,1,6.0,Low
25,134467.26,1,1,5.0,Low
30,137262.71,2,0,5.0,Low
31,112373.49,2,1,5.0,Low
40,0.0,2,0,5.0,Low
33,88311.48,2,1,5.0,Low
39,0.0,2,0,5.0,Low
38,127117.8,2,1,5.0,Low
27,74298.43,1,1,5.0,Low
36,147733.64,1,1,5.0,Low
71,0.0,2,1,5.0,Low
37,0.0,2,1,5.0,Low
23,0.0,2,0,5.0,Low
39,0.0,2,0,5.0,Low
36,118851.05,1,1,5.0,Low
32,83161.65,1,1,5.0,Low
25,0.0,2,1,5.0,Low
28,0.0,2,1,5.0,Low
34,0.0,2,0,5.0,Low
47,0.0,2,0,5.0,Low
43,0.0,2,1,5.0,Low
26,148853.29,2,1,5.0,Low
34,147422.44,1,1,5.0,Low
55,0.0,2,1,5.0,Low
32,0.0,1,1,5.0,Low
33,118082.89,1,0,5.0,Low
19,110928.51,1,1,5.0,Low
57,0.0,2,1,5.0,Low
29,88814.4,2,1,5.0,Low
31,120718.28,1,1,5.0,Low
74,108131.53,1,1,5.0,Low
38,0.0,2,0,5.0,Low
41,0.0,2,1,5.0,Low
36,85311.7,1,1,5.0,Low
30,0.0,2,0,5.0,Low
32,147107.91,1,1,5.0,Low
36,0.0,2,1,5.0,Low
40,0.0,2,0,5.0,Low
35,0.0,2,0,5.0,Low
38,0.0,2,0,5.0,Low
46,0.0,2,1,5.0,Low
24,146126.75,1,1,5.0,Low
46,0.0,2,1,5.0,Low
37,0.0,2,1,5.0,Low
25,0.0,2,0,5.0,Low
43,0.0,2,0,5.0,Low
46,0.0,2,0,5.0,Low
39,0.0,2,1,5.0,Low
33,139451.67,1,0,5.0,Low
35,124268.64,2,1,5.0,Low
40,0.0,2,1,5.0,Low
48,169023.33,2,1,5.0,Low
40,0.0,2,0,5.0,Low
41,0.0,2,1,5.0,Low
34,83503.11,2,1,5.0,Low
28,81173.83,2,1,5.0,Low
34,150856.79,1,1,5.0,Low
40,0.0,2,1,5.0,Low
38,0.0,2,0,5.0,Low
24,133628.09,2,1,5.0,Low
26,0.0,2,0,5.0,Low
31,0.0,2,0,5.0,Low
25,102585.88,2,1,5.0,Low
39,50880.98,2,1,5.0,Low
33,115182.84,2,1,5.0,Low
40,0.0,2,0,5.0,Low
36,0.0,2,1,5.0,Low
31,0.0,2,0,5.0,Low
40,0.0,2,1,5.0,Low
69,117866.92,1,1,5.0,Low
34,0.0,2,0,4.0,Low
35,124616.23,1,1,4.0,Low
42,0.0,2,1,4.0,Low
38,0.0,2,1,4.0,Low
44,0.0,2,1,4.0,Low
30,0.0,1,1,4.0,Low
36,0.0,2,0,4.0,Low
38,0.0,2,0,4.0,Low
39,0.0,2,0,4.0,Low
47,0.0,2,0,4.0,Low
28,129991.76,2,1,4.0,Low
28,171932.26,2,1,4.0,Low
60,0.0,2,1,4.0,Low
26,138023.79,2,1,4.0,Low
37,0.0,2,0,4.0,Low
41,0.0,2,1,4.0,Low
60,0.0,2,1,4.0,Low
37,0.0,2,0,4.0,Low
38,0.0,2,0,4.0,Low
41,0.0,2,0,4.0,Low
34,0.0,2,1,4.0,Low
26,105249.76,2,1,4.0,Low
30,74323.2,1,1,4.0,Low
34,139959.55,2,1,4.0,Low
44,0.0,2,0,4.0,Low
38,0.0,2,0,4.0,Low
34,107136.6,1,0,4.0,Low
44,0.0,2,0,4.0,Low
38,0.0,2,1,4.0,Low
28,157597.61,1,1,4.0,Low
37,0.0,2,0,4.0,Low
22,97975.82,2,1,4.0,Low
33,84309.57,2,0,4.0,Low
61,0.0,2,1,4.0,Low
26,126392.18,1,1,4.0,Low
26,0.0,2,1,4.0,Low
34,123034.43,2,1,4.0,Low
63,0.0,2,1,4.0,Low
37,0.0,2,0,4.0,Low
28,0.0,2,0,4.0,Low
32,95153.77,1,1,4.0,Low
24,0.0,2,1,4.0,Low
29,93833.86,1,1,4.0,Low
35,0.0,2,1,4.0,Low
48,0.0,2,1,4.0,Low
36,0.0,2,1,4.0,Low
31,144162.3,2,1,4.0,Low
29,182123.79,1,0,4.0,Low
41,0.0,2,1,4.0,Low
38,0.0,2,0,4.0,Low
47,0.0,2,0,4.0,Low
26,80780.16,1,1,4.0,Low
33,0.0,2,1,4.0,Low
34,122359.5,1,0,4.0,Low
33,84719.13,2,1,4.0,Low
37,0.0,2,0,4.0,Low
30,0.0,2,0,4.0,Low
40,0.0,2,1,4.0,Low
41,0.0,2,0,4.0,Low
28,139246.22,2,0,4.0,Low
31,61592.14,2,1,4.0,Low
42,0.0,2,1,4.0,Low
38,0.0,2,0,4.0,Low
37,0.0,2,1,4.0,Low
29,145541.56,2,1,4.0,Low
36,92340.69,2,1,4.0,Low
33,0.0,2,0,4.0,Low
35,0.0,2,1,4.0,Low
37,0.0,2,1,3.0,Low
33,76548.6,1,1,3.0,Low
41,0.0,2,0,3.0,Low
34,133936.04,2,0,3.0,Low
28,0.0,2,1,3.0,Low
38,0.0,2,0,3.0,Low
42,0.0,2,1,3.0,Low
39,0.0,2,0,3.0,Low
32,0.0,2,0,3.0,Low
64,0.0,2,1,3.0,Low
58,0.0,2,1,3.0,Low
85,0.0,2,1,3.0,Low
29,0.0,2,1,3.0,Low
33,0.0,2,0,3.0,Low
26,97460.1,1,1,3.0,Low
28,0.0,2,0,3.0,Low
28,0.0,2,1,3.0,Low
30,0.0,1,0,3.0,Low
44,0.0,2,1,3.0,Low
49,0.0,2,1,3.0,Low
37,0.0,2,1,3.0,Low
33,141918.09,2,1,3.0,Low
27,87739.08,1,1,3.0,Low
36,0.0,2,1,3.0,Low
35,165358.77,1,1,3.0,Low
43,0.0,2,1,3.0,Low
27,0.0,2,1,3.0,Low
39,52106.33,2,1,3.0,Low
29,105405.97,1,1,3.0,Low
28,104367.5,1,1,3.0,Low
62,0.0,2,1,3.0,Low
37,0.0,2,0,3.0,Low
30,123217.66,2,1,3.0,Low
37,0.0,2,0,3.0,Low
35,0.0,2,0,3.0,Low
39,0.0,2,1,3.0,Low
39,0.0,2,0,3.0,Low
43,0.0,2,1,3.0,Low
29,107712.57,2,1,3.0,Low
67,0.0,2,1,3.0,Low
40,0.0,2,0,3.0,Low
36,161757.87,2,1,3.0,Low
30,0.0,2,1,3.0,Low
37,0.0,2,0,3.0,Low
22,114991.45,1,1,3.0,Low
32,0.0,2,0,3.0,Low
32,125321.84,2,1,3.0,Low
32,96709.07,2,0,3.0,Low
41,0.0,2,1,3.0,Low
38,0.0,2,0,3.0,Low
39,0.0,2,0,3.0,Low
28,109960.06,2,1,3.0,Low
38,0.0,2,1,3.0,Low
41,0.0,2,1,3.0,Low
35,0.0,2,0,3.0,Low
32,125685.79,1,1,3.0,Low
38,115378.94,1,1,3.0,Low
32,136555.01,2,1,3.0,Low
23,0.0,2,0,3.0,Low
24,0.0,2,0,3.0,Low
35,96814.46,2,1,3.0,Low
88,0.0,2,1,3.0,Low
42,0.0,2,1,3.0,Low
26,96659.64,2,1,3.0,Low
34,0.0,2,0,3.0,Low
32,0.0,2,0,3.0,Low
34,84009.47,1,1,3.0,Low
32,0.0,2,1,2.0,Low
28,101100.22,2,1,2.0,Low
28,96679.71,1,1,2.0,Low
36,0.0,2,0,2.0,Low
34,163757.06,1,1,2.0,Low
33,0.0,2,1,2.0,Low
31,0.0,2,0,2.0,Low
29,0.0,2,0,2.0,Low
32,0.0,2,0,2.0,Low
48,0.0,2,1,2.0,Low
38,0.0,2,1,2.0,Low
33,0.0,2,1,2.0,Low
33,0.0,2,1,2.0,Low
26,151510.17,2,1,2.0,Low
35,102918.38,1,1,2.0,Low
37,0.0,2,1,2.0,Low
39,0.0,2,0,2.0,Low
29,95167.55,1,1,2.0,Low
71,0.0,2,1,2.0,Low
27,0.0,2,1,2.0,Low
37,0.0,2,0,2.0,Low
32,0.0,2,1,2.0,Low
25,0.0,2,1,2.0,Low
32,156001.68,2,1,2.0,Low
34,0.0,2,1,2.0,Low
37,0.0,2,0,2.0,Low
38,0.0,2,1,2.0,Low
32,0.0,2,0,2.0,Low
36,0.0,2,0,2.0,Low
36,0.0,2,1,2.0,Low
31,131996.66,2,1,2.0,Low
46,0.0,2,1,2.0,Low
25,114268.85,2,1,2.0,Low
38,0.0,2,0,2.0,Low
36,0.0,2,0,2.0,Low
31,0.0,2,0,2.0,Low
35,0.0,2,0,2.0,Low
34,0.0,2,1,2.0,Low
29,0.0,2,1,2.0,Low
36,0.0,2,1,2.0,Low
24,0.0,2,0,2.0,Low
33,129907.63,1,1,2.0,Low
24,0.0,2,0,2.0,Low
29,0.0,2,1,2.0,Low
43,0.0,2,1,2.0,Low
34,141173.03,1,1,2.0,Low
23,166594.78,1,1,2.0,Low
39,0.0,2,1,2.0,Low
35,0.0,2,1,2.0,Low
39,0.0,2,0,2.0,Low
29,0.0,2,1,2.0,Low
24,147360.0,1,1,2.0,Low
27,0.0,2,0,2.0,Low
30,0.0,2,1,2.0,Low
32,84906.45,1,0,2.0,Low
26,106198.5,1,1,2.0,Low
31,0.0,2,0,2.0,Low
29,0.0,2,1,2.0,Low
30,0.0,2,0,2.0,Low
35,106518.52,1,1,2.0,Low
46,0.0,2,0,2.0,Low
37,0.0,2,1,2.0,Low
36,0.0,2,0,2.0,Low
64,0.0,2,1,2.0,Low
33,0.0,2,0,2.0,Low
34,0.0,2,0,2.0,Low
34,0.0,2,0,2.0,Low
33,0.0,2,0,2.0,Low
31,121192.22,2,1,2.0,Low
36,0.0,2,0,2.0,Low
32,93694.42,1,1,2.0,Low
37,0.0,2,1,2.0,Low
28,0.0,2,1,2.0,Low
28,0.0,2,1,1.0,Low
32,0.0,2,1,1.0,Low
36,0.0,2,1,1.0,Low
29,0.0,2,1,1.0,Low
33,0.0,2,0,1.0,Low
29,0.0,2,0,1.0,Low
24,0.0,2,1,1.0,Low
34,0.0,2,0,1.0,Low
24,0.0,2,0,1.0,Low
40,0.0,2,1,1.0,Low
31,0.0,2,0,1.0,Low
33,0.0,2,1,1.0,Low
37,0.0,2,0,1.0,Low
34,0.0,2,1,1.0,Low
31,0.0,2,0,1.0,Low
34,0.0,2,0,1.0,Low
28,0.0,2,1,1.0,Low
31,142631.54,2,1,1.0,Low
36,0.0,2,1,1.0,Low
34,0.0,2,0,1.0,Low
43,0.0,2,1,1.0,Low
36,0.0,2,0,1.0,Low
33,0.0,2,0,1.0,Low
35,0.0,2,1,1.0,Low
44,0.0,2,1,1.0,Low
36,0.0,2,0,1.0,Low
21,0.0,2,0,1.0,Low
34,0.0,2,0,1.0,Low
33,0.0,2,1,1.0,Low
34,0.0,2,0,1.0,Low
30,0.0,2,1,1.0,Low
30,100548.67,2,0,1.0,Low
31,0.0,2,0,1.0,Low
28,0.0,2,1,1.0,Low
29,0.0,2,1,1.0,Low
33,0.0,2,1,1.0,Low
31,0.0,2,0,1.0,Low
24,0.0,2,0,1.0,Low
40,0.0,2,0,1.0,Low
31,0.0,2,0,1.0,Low
23,112568.31,1,1,1.0,Low
30,0.0,2,1,1.0,Low
22,0.0,2,0,1.0,Low
30,0.0,2,0,1.0,Low
35,0.0,2,1,1.0,Low
27,160358.68,2,0,1.0,Low
37,0.0,2,0,1.0,Low
36,0.0,2,0,1.0,Low
30,0.0,2,0,1.0,Low
27,0.0,2,0,1.0,Low
32,131081.66,2,1,1.0,Low
35,0.0,2,1,1.0,Low
39,0.0,2,1,1.0,Low
38,0.0,2,0,1.0,Low
28,0.0,2,1,1.0,Low
32,0.0,2,0,1.0,Low
40,0.0,2,1,1.0,Low
28,0.0,2,1,1.0,Low
34,0.0,2,1,1.0,Low
35,0.0,2,1,1.0,Low
25,0.0,2,1,1.0,Low
34,0.0,2,0,1.0,Low
27,0.0,2,0,1.0,Low
41,0.0,2,1,1.0,Low
34,0.0,2,1,1.0,Low
32,0.0,2,0,1.0,Low
32,0.0,2,1,1.0,Low
39,0.0,2,1,1.0,Low
26,0.0,2,1,1.0,Low
25,0.0,2,1,1.0,Low
28,0.0,2,0,1.0,Low
39,0.0,2,1,1.0,Low
37,0.0,2,0,1.0,Low
27,0.0,2,1,1.0,Low
38,0.0,2,1,1.0,Low
29,0.0,2,1,1.0,Low
35,0.0,2,0,1.0,Low
34,0.0,2,0,1.0,Low
30,0.0,2,0,1.0,Low
31,0.0,2,0,1.0,Low
39,0.0,2,1,1.0,Low
32,0.0,2,1,1.0,Low
30,0.0,2,0,1.0,Low
29,0.0,2,1,1.0,Low
33,0.0,2,0,1.0,Low
33,0.0,2,1,1.0,Low
31,0.0,2,0,0.0,
35,0.0,2,1,0.0,
37,0.0,2,1,0.0,
32,0.0,2,0,0.0,
33,0.0,2,1,0.0,
22,0.0,2,0,0.0,
29,0.0,2,1,0.0,
39,0.0,2,0,0.0,
22,0.0,2,0,0.0,
34,0.0,2,1,0.0,
63,0.0,2,1,0.0,
29,0.0,2,0,0.0,
25,0.0,2,1,0.0,
24,0.0,2,0,0.0,
21,0.0,2,1,0.0,
30,0.0,2,1,0.0,
35,0.0,2,1,0.0,
25,0.0,2,1,0.0,
29,0.0,2,0,0.0,
31,0.0,2,1,0.0,
36,0.0,2,1,0.0,
26,0.0,2,0,0.0,
34,0.0,2,1,0.0,
33,0.0,2,1,0.0,
36,0.0,2,0,0.0,
31,117799.28,1,1,0.0,
25,0.0,2,1,0.0,
35,0.0,2,1,0.0,
36,0.0,2,0,0.0,
35,0.0,2,1,0.0,
31,0.0,2,1,0.0,
32,0.0,2,1,0.0,
20,0.0,2,0,0.0,
36,0.0,2,1,0.0,
33,0.0,2,0,0.0,
26,0.0,2,1,0.0,
28,0.0,2,0,0.0,
31,0.0,2,1,0.0,
25,0.0,2,1,0.0,
29,0.0,2,0,0.0,
34,0.0,2,0,0.0,
25,0.0,2,1,0.0,
32,0.0,2,1,0.0,
25,0.0,2,1,0.0,
21,0.0,2,1,0.0,
32,0.0,2,1,0.0,
31,0.0,2,0,0.0,
24,0.0,2,0,0.0,
30,0.0,2,0,0.0,
38,0.0,2,0,0.0,
32,0.0,2,0,0.0,
29,0.0,2,1,0.0,
38,115702.67,2,1,0.0,
40,0.0,2,0,0.0,
36,0.0,2,1,0.0,
24,0.0,2,1,0.0,
27,0.0,2,0,0.0,
23,0.0,2,1,0.0,
33,0.0,2,1,0.0,
27,0.0,2,1,0.0,
31,0.0,2,1,0.0,
34,0.0,2,0,0.0,
30,0.0,2,0,0.0,
27,0.0,2,0,0.0,
36,0.0,2,1,0.0,
33,0.0,2,0,0.0,
37,0.0,2,0,0.0,
29,0.0,2,0,0.0,
35,0.0,2,0,0.0,
40,0.0,2,1,0.0,
33,0.0,2,1,0.0,
29,0.0,2,1,0.0,
38,0.0,2,0,0.0,
